|id|REGION-CENTROID-COL|REGION-CENTROID-ROW|REGION-PIXEL-COUNT|SHORT-LINE-DENSITY-5|SHORT-LINE-DENSITY-2|VEDGE-MEAN|VEDGE-SD|HEDGE-MEAN|HEDGE-SD|INTENSITY-MEAN|RAWRED-MEAN|RAWBLUE-MEAN|RAWGREEN-MEAN|EXRED-MEAN|EXBLUE-MEAN|EXGREEN-MEAN|VALUE-MEAN|SATURATION-MEAN|HUE-MEAN
62|62|205|190|9|0.0|0.0|1.2777773000000001|0.9981452|1.6111107|1.1238158|49.48148|44.77778|60.66666800000001|43.0|-14.111111|33.555557|-19.444445|60.66666800000001|0.29078844|-1.9875988999999998
63|63|172|60|9|0.0|0.0|0.8333333|0.38888627|1.0555558999999999|0.32962748|123.66666399999998|114.0|138.33334|118.66666399999998|-29.0|44.0|-15.0|138.33334|0.17584375|-2.2933865
64|64|174|77|9|0.0|0.0|1.0000025|0.31110775|1.2777761|1.3518436000000003|135.92592|128.55556|147.33334|131.88889|-22.11111|34.22222|-12.111111|147.33334|0.12738518|-2.2771459
65|65|242|81|9|0.0|0.0|22.388887|189.44075|15.166667000000002|110.8778|41.925926000000004|33.11111|55.55555699999999|37.11111|-26.444445|40.88889|-14.444445000000002|55.55555699999999|0.42017567|-2.2744606
66|66|140|125|9|0.0|0.0|0.66666657|0.22222227|2.6666667|3.7777781000000004|3.925926|1.5555556000000001|7.777777700000001|2.4444444|-7.111111|11.555555|-4.4444447|7.777777700000001|0.85319865|-2.2342408
67|67|21|216|9|0.11111111|0.0|3.833333|0.69999796|0.8333333|0.47777775|16.555555|13.111111|14.0|22.555555|-10.333333|-7.666666499999999|18.0|22.555555|0.426777|2.2093086
68|68|217|45|9|0.11111111|0.0|0.88888806|0.20740764|1.5555573|0.8296281999999999|121.51852|111.11111499999998|137.33334|116.11111499999998|-31.222221|47.444443|-16.222220999999998|137.33334|0.19091243|-2.292668
69|69|102|203|9|0.0|0.0|0.6666665|0.760117|1.3333331|0.8944271999999999|9.777778|7.4444447|6.4444447|15.444445000000002|-7.0|-10.0|17.0|15.444445000000002|0.5918262|1.9847853
70|70|109|126|9|0.0|0.0|0.8333332|0.21111107|0.66666657|0.35555547|7.296296000000001|8.777778|8.222222|4.888889|4.4444447|2.7777777|-7.222222299999999|8.888889|0.45030865|-0.91367507
71|71|141|163|9|0.0|0.0|0.7777767|0.42963055|18.777777|1.851823|40.703705|35.22222|48.88889|38.0|-16.444445|24.555555|-8.111111|48.88889|0.27005577|-2.3884537
72|72|177|181|9|0.0|0.0|4.277778|1.7309828|2.555556|1.4857334999999998|60.629630000000006|53.66666800000001|75.66667|52.55555699999999|-20.88889|45.11111|-24.222220999999998|75.66667|0.3069927|-2.0445633
73|73|59|139|9|0.0|0.0|6.8888893|6.9629517000000005|1.6666666|0.80000025|16.37037|12.444445|23.666666|13.0|-11.777778|21.88889|-10.111111|23.666666|0.48272505|-2.1182232000000005
74|74|118|111|9|0.0|0.0|1.2222226999999999|1.0470412|0.55555534|0.27216536|62.25926|56.44444300000001|75.333336|55.0|-17.444445|39.22222|-21.777779000000002|75.333336|0.2692176|-2.0141259999999996
75|75|96|196|9|0.0|0.0|3.4999987999999997|1.2605116000000003|7.3888893|3.6782641000000003|63.518519999999995|56.0|79.111115|55.44444300000001|-22.555555|46.77778|-24.222220999999998|79.111115|0.30158615|-2.0704408
76|76|63|203|9|0.0|0.0|4.277778|3.7913144|3.4444447|4.0368657|58.481480000000005|52.44444300000001|71.66667|51.333332|-18.11111|39.555557|-21.444445|71.66667|0.28710723|-2.0346415
77|77|5|101|9|0.0|0.0|2.3333333|2.3111115|1.7777777|0.60740685|16.925926|18.333334|19.88889|12.555555|4.222222299999999|8.888889|-13.111111|20.222220999999998|0.37685209999999997|-1.2111098
78|78|38|146|9|0.0|0.0|0.4999999|0.12222217|0.6666667|0.26666668|5.111111|5.6666665|6.777777700000001|2.8888887999999997|1.6666666|5.0|-6.666666499999999|6.888889|0.5714286|-1.2583578000000002
79|79|101|80|9|0.0|0.0|3.5555553|1.8518512999999999|3.0|3.8666666|24.814816|24.333334|31.555555|18.555555|-1.4444443999999999|20.222220999999998|-18.777779000000002|31.555555|0.4120944|-1.620451
80|80|79|62|9|0.0|0.0|0.555556|0.3851839|0.88888675|0.60740507|110.18518999999999|100.666664|127.11111499999998|102.77778|-28.555555|50.77778|-22.222220999999998|127.11111499999998|0.20801263|-2.1781490000000003
81|81|9|92|9|0.0|0.0|1.3888886999999999|2.4185164|2.4999998|0.87777764|19.074074|18.777779000000002|24.11111|14.333332999999998|-0.8888889000000001|15.111111|-14.222222|24.11111|0.40102458|-1.5705878999999998
82|82|156|188|9|0.0|0.0|4.277778|2.3134086|5.0|3.7475924|61.25926|55.11111|75.66667|53.0|-18.444445|43.22222|-24.777779000000002|75.66667|0.30024179999999995|-1.9977459
83|83|104|112|9|0.0|0.0|0.6111107|0.25092375|1.0555558999999999|0.71232516|59.148148|52.22222|73.333336|51.88889|-20.777779000000002|42.555557|-21.777779000000002|73.333336|0.29368052|-2.0784628
84|84|234|177|9|0.0|0.0|1.111111|0.47407330000000003|0.88888884|0.5629634|16.25926|12.555555|15.444445000000002|20.777779000000002|-11.111111|-2.4444444|13.555554999999998|20.777779000000002|0.3963988|2.4621183999999996
85|85|81|145|9|0.0|0.11111111|4.5555553|4.5346413|7.5|6.112828700000001|13.444445000000002|9.888889|20.11111|10.333333999999999|-10.666667|20.0|-9.333333|20.11111|0.53272784|-2.0623195
86|86|77|124|9|0.0|0.0|0.50000006|0.12222217|0.6111111|0.06296294|5.111111|6.888889|5.6666665|2.7777777|5.3333335|1.6666666|-7.0|6.888889|0.59589946|-0.7526691999999999
87|87|168|187|9|0.0|0.0|3.5|2.1679482000000005|2.8333333|1.602082|58.0|52.55555699999999|71.44444|50.0|-16.333334|40.333332|-24.0|71.44444|0.29964966|-1.9666711
88|88|41|93|9|0.0|0.0|0.7222201|0.15185115|1.0555546999999998|1.3962914|112.296295|103.888885|128.0|105.0|-25.222220999999998|47.11111|-21.88889|128.0|0.18831320000000001|-2.1414192
89|89|215|219|9|0.0|0.0|2.5555556|2.2377238|3.2222223|2.4914669999999997|13.222222|10.333333999999999|10.222222|19.11111|-8.666667|-9.0|17.666666|19.11111|0.49459508|2.0861003
90|90|73|105|9|0.0|0.0|2.1111114|1.0962937|1.1666666|0.52222216|58.629630000000006|53.33333199999999|70.333336|52.22222|-15.888889|35.11111|-19.222220999999998|70.333336|0.25904787|-2.0322430000000002
91|91|137|66|9|0.0|0.0|2.611111|3.040741|2.9444444|3.8851847999999998|28.407408|25.333334|38.22222|21.666666|-9.222222|29.444445|-20.222220999999998|38.22222|0.43055779999999994|-1.8449929
92|92|31|68|9|0.0|0.0|27.944443|203.35188|18.277777|338.64075|47.185184|38.555557|60.11111|42.88889|-25.88889|38.77778|-12.888889|60.11111|0.41303283|-2.3086562
93|93|199|66|9|0.0|0.0|1.2777786|1.5740702|1.4444427|2.8740732999999996|122.55556000000001|111.0|139.77778999999998|116.88888500000002|-34.666668|51.666668|-17.0|139.77778999999998|0.20580281|-2.3070939
94|94|199|140|9|0.0|0.0|0.44444442|0.25185186|0.50000006|0.388889|6.0|7.4444447|6.888889|3.6666667|4.3333335|2.6666667|-7.0|7.5555553|0.5138889|-0.9196200000000001
95|95|83|143|9|0.0|0.0|1.2777767|1.1038656999999998|1.2222214|0.54433095|50.37037|43.0|64.77778|43.333332|-22.11111|43.22222|-21.11111|64.77778|0.34122859999999994|-2.1089952000000003
96|96|28|204|9|0.0|0.0|2.0000006999999997|1.7638338|3.222222|2.0834446|55.88889|49.77778|69.22222|48.666668|-18.333334|40.0|-21.666666|69.22222|0.29685017|-2.0373702000000002
97|97|204|177|9|0.0|0.0|1.7777786|10.696297999999999|8.333332|27.333357|32.88889|29.0|40.666668|29.0|-11.666667|23.333334|-11.666667|40.666668|0.28108954|-2.1008399
98|98|159|180|9|0.11111111|0.0|1.5555557|0.87407404|3.277778|3.3962972000000002|21.25926|18.11111|18.11111|27.555555|-9.444445|-9.444445|18.88889|27.555555|0.3588616|2.1139183
99|99|88|91|9|0.0|0.0|1.0555558999999999|0.8277575|0.7222214|0.77220345|104.88888500000002|92.55556|123.44443999999999|98.666664|-37.0|55.66666800000001|-18.666666|123.44443999999999|0.25020410000000004|-2.3004860000000003
100|100|13|191|9|0.0|0.0|3.5555556000000004|5.4074097000000005|7.777778|40.02962|25.296297|23.555555|29.888890000000004|22.444445|-5.222222299999999|13.777778|-8.555555|30.111109999999996|0.2371126|-1.8582636000000001
101|101|224|63|9|0.0|0.0|0.77777606|0.29629365|0.66666794|0.17777742|120.22222|108.44443999999999|137.55556|114.66666399999998|-35.333332|52.0|-16.666666|137.55556|0.21148404|-2.3158847999999996
102|102|187|180|9|0.0|0.0|4.055556|2.9845276000000003|3.3333333|3.19722|62.074073999999996|54.88889|77.55556|53.77778000000001|-21.555555|46.444443|-24.88889|77.55556|0.30690557|-2.0441787000000002
103|103|31|62|9|0.0|0.0|1.8333336|0.83333385|1.8333334|0.9666677|21.185184|20.555555|27.222221|15.777778|-1.8888888|18.11111|-16.222220999999998|27.222221|0.4194691|-1.6501234
104|104|54|133|9|0.0|0.0|1.5555557|1.0074074|0.50000006|0.3444443|5.3703704000000005|3.6666667|9.0|3.4444443999999996|-5.111111|10.888889|-5.777777700000001|9.0|0.6304714|-2.0480003
105|105|253|192|9|0.0|0.0|2.1666667|2.0083156000000004|2.5555553|1.5444031999999999|47.51852|42.333335999999996|59.22221999999999|41.0|-15.555554999999998|35.11111|-19.555555|59.22221999999999|0.30747290000000005|-2.020234
106|106|165|186|9|0.0|0.0|2.5555546000000002|1.5729187|2.0|1.1737879999999998|49.51852|45.11111|61.11111|42.333335999999996|-13.222222|34.77778|-21.555555|61.11111|0.3072572|-1.9408131000000002
107|107|178|16|9|0.0|0.0|0.3333346|0.298143|1.4999987|1.2064618999999999|112.96296000000001|99.55556|131.0|108.33333600000002|-40.22222|54.11111|-13.888889|131.0|0.23989888|-2.3850007
108|108|13|73|9|0.0|0.0|1.3888886999999999|0.72962976|2.611111|3.1296275000000002|19.074074|19.222220999999998|24.11111|13.888889|0.44444445|15.111111|-15.555554999999998|24.11111|0.42150384|-1.5242527
109|109|163|43|9|0.0|0.0|0.8333345999999999|0.43333283|0.8333345999999999|0.6111112|126.48148|117.33333600000002|140.55556|121.55556000000001|-27.444445|42.22222|-14.777778|140.55556|0.1651921|-2.2802067000000004
110|110|87|196|9|0.11111111|0.0|1.3333321000000002|0.8692278|2.222222|1.6688869|61.59259399999999|55.0|75.66667|54.11111|-19.777779000000002|42.22222|-22.444445|75.66667|0.28752622|-2.0487363000000003
111|111|81|126|9|0.0|0.11111111|1.9444443|1.12963|1.0555555|0.28518513|2.9629629|0.5555555999999999|6.5555553|1.7777778000000002|-7.222222299999999|10.777778|-3.5555556000000004|6.5555553|0.93570626|-2.2890973
112|112|38|241|9|0.0|0.0|2.055556|0.5741337|1.5555558999999999|1.4246508999999998|14.333332999999998|10.888889|14.0|18.11111|-10.333333|-1.0|11.333333|18.11111|0.3999011|2.544142
113|113|114|184|9|0.0|0.0|0.7222225999999999|0.32962984|9.388888|28.951855|31.185184000000003|28.444445|37.11111|28.0|-8.222222|17.777779000000002|-9.555555|37.11111|0.23234288|-2.1603296000000003
114|114|121|62|9|0.0|0.0|0.555556|0.20740756|1.111112|0.5629625|125.40741000000001|116.33333600000002|138.77778999999998|121.11111499999998|-27.222221|40.11111|-12.888889|138.77778999999998|0.16165799|-2.315962
115|115|106|136|9|0.0|0.0|0.3333333|0.17777778|0.38888887|0.10740739999999999|0.7037036999999999|0.11111111|1.8888888|0.11111111|-1.7777778000000002|3.5555556000000004|-1.7777778000000002|1.8888888|0.9629629999999999|-2.0943952
116|116|52|89|9|0.0|0.0|5.222222299999999|2.7216549999999997|0.7222225999999999|0.49065316|28.925926|25.222220999999998|36.88889|24.666666|-11.111111|23.88889|-12.777778|36.88889|0.33112764|-2.0484614
117|117|221|195|9|0.0|0.0|1.2222223|1.408966|2.9444447|1.5263131|14.740741|11.666667|12.444445|20.11111|-9.222222|-6.888889|16.11111|20.11111|0.43448815|2.1937644
118|118|58|125|9|0.0|0.0|2.1666667|1.1105558999999998|1.0555558999999999|0.90472007|18.555555|11.111111|30.666665999999996|13.888889|-22.333334|36.333332|-14.0|30.666665999999996|0.6384555000000001|-2.2419562
119|119|121|112|9|0.0|0.0|2.3888886|1.7690756|0.5000003|0.27888670000000004|23.703703|19.444445|32.333335999999996|19.333334|-12.777778|25.88889|-13.111111|32.333335999999996|0.40954432|-2.0852482
120|120|46|131|9|0.0|0.0|0.27777776|0.06296298|1.7777777|1.8518522000000002|1.4074073999999999|0.7777778000000001|2.7777777|0.6666667|-1.8888888|4.111111|-2.2222223|2.7777777|0.77037036|-2.0513444
121|121|220|61|9|0.0|0.0|0.27777776|0.13608277|0.5555555999999999|0.27216548|6.888889|4.5555553|12.0|4.111111|-7.0|15.333332999999998|-8.333333|12.0|0.65589225|-2.039459
122|122|168|184|9|0.0|0.0|4.6666665|1.5202328999999999|5.8333325|1.8104627|48.25926|43.88889|58.66666800000001|42.22222|-13.111111|31.222221|-18.11111|58.66666800000001|0.2781955|-1.9867758000000002
123|123|13|149|9|0.0|0.0|0.8888889000000001|0.7851851|0.99999994|1.2444444|5.5185184000000005|4.111111|8.777778|3.6666667|-4.222222299999999|9.777778|-5.5555553|8.777778|0.5881634|-2.0091076
124|124|140|181|9|0.11111111|0.0|0.8333333|0.47777775|1.2777777|1.7074063000000002|19.296297|15.444445000000002|18.444445|24.0|-11.555555|-2.5555556|14.111111|24.0|0.35766809999999993|2.4584713
125|125|221|154|9|0.11111111|0.11111111|4.222222299999999|2.7407369999999998|1.2777778|0.5962960999999999|6.4814815999999995|4.3333335|10.777778|4.3333335|-6.4444447|12.888889|-6.4444447|10.777778|0.6248001999999999|-2.0879846
126|126|152|247|9|0.0|0.22222222|1.6111107|1.2185191|7.1111107|4.340751|21.925926|21.11111|25.11111|19.555555|-2.4444444|9.555555|-7.111111|25.11111|0.21578804|-1.7554835
127|127|122|123|9|0.0|0.0|0.6111111|0.37407399999999996|0.49999997|0.21111104|1.1851851999999998|0.0|3.3333333|0.22222222|-3.5555556000000004|6.4444447|-2.8888887999999997|3.3333333|1.0|-2.142674
